,Item_Coffee,Item_Cookie,Item_Juice,Item_Salad,Item_Sandwich,Item_Smoothie,Item_Tea,Payment Method_Credit Card,Payment Method_Digital Wallet,Location_Takeaway,Quantity,Price Per Unit,Total Spent,Transaction Date,Day_of_week,Month
2065,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,3.0,10.0,2023-07-06,3,7
2066,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,5.0,5.0,2023-11-23,3,11
2067,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4,4.0,16.0,2023-11-13,0,11
2068,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2.0,4.0,2023-05-30,1,5
2069,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,3.0,2023-07-08,5,7
2070,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,4.0,4.0,2023-09-12,1,9
2071,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,3.0,12.0,2023-03-15,2,3
2072,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2,5.0,10.0,2023-01-01,6,1
2073,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2,1.5,3.0,2023-12-16,5,12
2074,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,3.0,3.0,2023-02-14,1,2
2075,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,3.0,4.0,2023-05-27,5,5
2076,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,4.0,6.0,2023-01-30,0,1
2077,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3.0,3.0,2023-12-06,2,12
2078,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5,4.0,20.0,2023-09-26,1,9
2079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2.0,2.0,2023-11-26,6,11
2080,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3,1.5,4.5,2023-08-13,6,8
2081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,3.0,12.0,2023-07-17,0,7
2082,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,2.0,10.0,2023-07-21,4,7
2083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,3.0,6.0,2023-08-10,3,8
2084,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,4.0,4.0,2023-08-03,3,8
2085,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5,4.0,4.0,2023-10-03,1,10
2086,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2.0,4.0,2023-02-13,0,2
2087,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2,4.0,8.0,2023-02-06,0,2
2088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,6.0,2023-03-02,3,3
2089,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5,4.0,12.0,2023-04-06,3,4
2090,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,3.0,2.0,2023-08-06,6,8
2091,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5,5.0,25.0,2023-10-07,5,10
2092,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,3.0,15.0,2023-08-04,4,8
2093,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,3.0,3.0,2023-07-29,5,7
2094,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2,4.0,8.0,2023-06-26,0,6
2095,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,2023-07-09,6,7
2096,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,4.0,12.0,2023-04-13,3,4
2097,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1.0,2.0,2023-09-01,4,9
2098,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3,4.0,12.0,2023-11-06,0,11
2099,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,3.0,9.0,2023-11-22,2,11
2100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5,4.0,20.0,2023-03-05,6,3
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,3.0,9.0,2023-09-14,3,9
2102,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,4.0,12.0,2023-10-08,6,10
2103,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,1.0,4.0,2023-10-12,3,10
2104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3,4.0,12.0,2023-07-15,5,7
2105,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,3.0,15.0,2023-01-08,6,1
2106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3,1.5,6.0,2023-02-06,0,2
2107,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,3.0,15.0,2023-04-24,0,4
2108,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,2.0,10.0,2023-12-27,2,12
2109,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1.0,2.0,2023-10-21,5,10
2110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,3.0,3.0,2023-03-20,0,3
2111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,2.0,4.0,2023-11-25,5,11
2112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,2.0,8.0,2023-01-24,1,1
2113,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,5.0,10.0,2023-04-06,3,4
2114,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,3.0,12.0,2023-05-18,3,5
2115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,2.0,10.0,2023-05-28,6,5
2116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,3.0,9.0,2023-05-05,4,5
2117,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5.0,15.0,2023-09-01,4,9
2118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3.0,6.0,2023-10-22,6,10
2119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3.0,3.0,2023-09-06,2,9
2120,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2,4.0,8.0,2023-03-24,4,3
2121,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,4.0,4.0,2023-02-06,0,2
2122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2,1.5,3.0,2023-08-13,6,8
2123,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,3.0,6.0,2023-10-13,4,10
2124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5,1.5,7.5,2023-02-15,2,2
2125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,3.0,12.0,2023-05-08,0,5
2126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,3.0,12.0,2023-03-03,4,3
2127,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3.0,9.0,2023-04-11,1,4
2128,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1.5,1.5,2023-10-26,3,10
2129,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,3.0,6.0,2023-02-27,0,2
2130,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2,1.5,3.0,2023-04-01,5,4
2131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,5.0,10.0,2023-01-06,4,1
2132,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,5.0,25.0,2023-08-03,3,8
2133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,1.5,4.5,2023-12-25,0,12
2134,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5,4.0,20.0,2023-11-26,6,11
2135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,1.5,1.5,2023-02-06,0,2
2136,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.5,1.5,2023-08-14,0,8
2137,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2,4.0,8.0,2023-05-11,3,5
2138,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3.0,6.0,2023-09-19,1,9
2139,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,4.0,6.0,2023-06-16,4,6
2140,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,5.0,15.0,2023-07-18,1,7
2141,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,3.0,9.0,2023-02-20,0,2
2142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,2.0,8.0,2023-12-06,2,12
2143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5,4.0,20.0,2023-09-22,4,9
2144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,1.0,4.0,2023-02-13,0,2
2145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,3.0,6.0,2023-05-10,2,5
2146,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,3.0,15.0,2023-01-14,5,1
2147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,3.0,6.0,2023-04-13,3,4
2148,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,2.0,2023-02-06,0,2
2149,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,5.0,25.0,2023-06-06,1,6
2150,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,4.0,12.0,2023-02-03,4,2
2151,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,3.0,15.0,2023-12-03,6,12
2152,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3,4.0,12.0,2023-07-12,2,7
2153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,2.0,8.0,2023-11-17,4,11
2154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,3.0,6.0,2023-07-16,6,7
2155,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,4.0,4.0,2023-10-06,4,10
2156,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,4.0,16.0,2023-04-05,2,4
2157,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,3.0,15.0,2023-10-10,1,10
2158,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,2.0,6.0,2023-02-06,0,2
2159,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,2.0,2.0,2023-12-08,4,12
2160,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1.5,6.0,2023-08-21,0,8
2161,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,3.0,6.0,2023-01-17,1,1
2162,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,5.0,5.0,2023-02-13,0,2
2163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4,1.5,6.0,2023-05-29,0,5
2164,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5,5.0,25.0,2023-01-20,4,1
2165,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,2023-05-21,6,5
2166,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,3.0,15.0,2023-01-10,1,1
2167,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5,3.0,20.0,2023-04-20,3,4
2168,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1.0,4.0,2023-12-06,2,12
2169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.0,3.0,2023-06-04,6,6
2170,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5.0,15.0,2023-12-29,4,12
2171,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5,4.0,12.0,2023-02-05,6,2
2172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,3.0,12.0,2023-05-21,6,5
2173,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4,5.0,20.0,2023-08-16,2,8
2174,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,3.0,15.0,2023-04-19,2,4
2175,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4,4.0,16.0,2023-12-23,5,12
2176,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2.0,6.0,2023-04-13,3,4
2177,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1.0,4.0,2023-06-21,2,6
2178,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2,1.5,3.0,2023-05-17,2,5
2179,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,4.0,4.0,2023-06-28,2,6
2180,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4,4.0,16.0,2023-11-21,1,11
2181,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,4.0,12.0,2023-05-08,0,5
2182,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,4.0,8.0,2023-11-06,0,11
2183,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,4.0,8.0,2023-11-18,5,11
2184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,2.0,8.0,2023-09-05,1,9
2185,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,1.5,7.5,2023-11-24,4,11
2186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,3.0,12.0,2023-08-14,0,8
2187,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,2.0,6.0,2023-05-31,2,5
2188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,3.0,15.0,2023-07-15,5,7
2189,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5,3.0,25.0,2023-11-06,0,11
2190,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4,4.0,16.0,2023-10-18,2,10
2191,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5,3.0,7.5,2023-11-15,2,11
2192,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5,4.0,20.0,2023-02-10,4,2
2193,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.0,3.0,2023-01-26,3,1
2194,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2,4.0,8.0,2023-09-23,5,9
2195,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,4.0,8.0,2023-05-29,0,5
2196,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,4.0,12.0,2023-01-25,2,1
2197,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3,4.0,12.0,2023-11-01,2,11
2198,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,5.0,25.0,2023-07-06,3,7
2199,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,2.0,6.0,2023-03-22,2,3
2200,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3,4.0,12.0,2023-06-26,0,6
2201,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2,1.5,3.0,2023-01-14,5,1
2202,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3.0,6.0,2023-11-09,3,11
2203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,3.0,6.0,2023-12-14,3,12
2204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,3.0,6.0,2023-01-08,6,1
2205,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,6.0,2023-02-06,0,2
2206,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3,1.5,4.5,2023-02-20,0,2
2207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,2.0,6.0,2023-04-10,0,4
2208,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,2.0,6.0,2023-02-09,3,2
2209,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2,4.0,8.0,2023-09-08,4,9
2210,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1.0,2.0,2023-07-08,5,7
2211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,3.0,6.0,2023-09-04,0,9
2212,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3,4.0,12.0,2023-04-06,3,4
2213,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,4.0,4.0,2023-06-01,3,6
2214,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.0,3.0,2023-11-10,4,11
2215,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3.0,9.0,2023-08-16,2,8
2216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5,4.0,20.0,2023-03-02,3,3
2217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2.0,6.0,2023-08-29,1,8
2218,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,3.0,6.0,2023-06-24,5,6
2219,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3,4.0,12.0,2023-08-22,1,8
2220,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3,5.0,15.0,2023-06-25,6,6
2221,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,4.0,8.0,2023-12-20,2,12
2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,4.0,16.0,2023-02-06,0,2
2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5,4.0,20.0,2023-12-11,0,12
2224,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5,5.0,25.0,2023-01-04,2,1
2225,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,5.0,15.0,2023-05-29,0,5
2226,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.5,3.0,2023-09-12,1,9
2227,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,3.0,8.0,2023-12-04,0,12
2228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,3.0,3.0,2023-06-14,2,6
2229,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2,3.0,6.0,2023-11-08,2,11
2230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5,3.0,15.0,2023-02-05,6,2
2231,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,2.0,10.0,2023-04-18,1,4
2232,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5,4.0,20.0,2023-05-16,1,5
2233,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,1.5,3.0,2023-08-17,3,8
2234,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5,1.0,5.0,2023-10-06,4,10
2235,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5,5.0,25.0,2023-01-23,0,1
2236,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,2.0,4.0,2023-01-22,6,1
2237,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4,4.0,16.0,2023-08-01,1,8
2238,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5,4.0,8.0,2023-09-07,3,9
2239,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,3.0,6.0,2023-06-24,5,6
2240,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,1.0,4.0,2023-11-12,6,11
2241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,2.0,8.0,2023-03-26,6,3
2242,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5,3.0,15.0,2023-07-05,2,7
2243,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3,4.0,12.0,2023-02-01,2,2
2244,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,2.0,10.0,2023-01-01,6,1
2245,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,4.0,12.0,2023-11-19,6,11
2246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,3.0,6.0,2023-12-01,4,12
2247,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,2.0,8.0,2023-09-07,3,9
2248,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3.0,6.0,2023-12-15,4,12
2249,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,2.0,10.0,2023-10-30,0,10
2250,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5,5.0,25.0,2023-07-28,4,7
2251,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,4.0,4.0,2023-10-11,2,10
2252,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2,4.0,8.0,2023-06-25,6,6
2253,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,1.0,2023-04-30,6,4
2254,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,3.0,12.0,2023-10-25,2,10
2255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5,2.0,4.0,2023-12-01,4,12
2256,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,3.0,3.0,2023-10-13,4,10
2257,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,5.0,5.0,2023-01-11,2,1
2258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,3.0,3.0,2023-09-14,3,9
2259,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,2.0,6.0,2023-01-28,5,1
2260,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5,4.0,20.0,2023-02-06,0,2
2261,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,2.0,8.0,2023-02-18,5,2
2262,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3.0,9.0,2023-11-07,1,11
2263,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,2.0,6.0,2023-09-30,5,9
2264,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3,1.5,4.5,2023-07-02,6,7
2265,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5,3.0,25.0,2023-11-11,5,11
2266,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5,4.0,20.0,2023-08-20,6,8
2267,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,1.5,3.0,2023-02-06,0,2
2268,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,2.0,6.0,2023-02-28,1,2
2269,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,4.0,4.0,2023-02-17,4,2
2270,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,1.5,3.0,2023-01-24,1,1
2271,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,2.0,4.0,2023-06-17,5,6
2272,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,3.0,9.0,2023-04-23,6,4
2273,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,1.0,2023-04-28,4,4
2274,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,3.0,6.0,2023-01-15,6,1
2275,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2,5.0,10.0,2023-05-05,4,5
2276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.0,3.0,2023-05-18,3,5
2277,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,1.0,2023-03-13,0,3
2278,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4,4.0,16.0,2023-12-07,3,12
2279,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,3.0,12.0,2023-05-05,4,5
2280,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,4.0,8.0,2023-11-15,2,11
